Masked Gen ID,Min Run Time,Min Down Time,Max Stops per Day,Start Up Notification,Start Up bid Time 1,Start Up bid Time 2,Start Up bid Time 3,Start Up bid Time 4,Start Up bid Time 5,Start Up bid Time 6,Start Up bid Cost 1,Start Up bid Cost 2,Start Up bid Cost 3,Start Up bid Cost 4,Start Up bid Cost 5,Start Up bid Cost 6,Notification Hours To Start 1,Notification Hours To Start 2,Notification Hours To Start 3,Notification Hours To Start 4,Notification Hours To Start 5,Notification Hours To Start 6,Notification Hours Off line 1,Notification Hours Off line 2,Notification Hours Off line 3,Notification Hours Off line 4,Notification Hours Off line 5,Notification Hours Off line 6,Masked Bidder ID
57026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.51, , , , , ,     .50, , , , , ,    1.00, , , , , , 
37026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.51, , , , , ,     .50, , , , , ,    1.00, , , , , , 
47026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
27026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
75026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
87026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
55026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
7026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
67026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
17026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     259.23, , , , , ,     .50, , , , , ,    1.00, , , , , , 
53826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
33826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
93826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
23826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
43826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
13826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
83826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
3826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
63826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
79826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
59826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
19826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
99826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
89826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
9826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
69826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.71, , , , , ,     .50, , , , , ,    1.00, , , , , , 
1826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      62.15, , , , , ,     .50, , , , , ,    1.00, , , , , , 
37036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
66836180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
77036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
57036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
97036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
87036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
67036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
6836180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     103.51, , , , , , , , , , , , , , , , , , 
17875750,    2.00,    4.00,    1,    1.00,    1.00,   24.00,   49.00, , , ,    3894.01,    4283.05,    4672.09, , , , , , , , , , , , , , , , 
11139750,    4.00,    4.00,    1,    4.00,    1.00,    5.00,   12.00,   48.00, , ,   15715.08,   15718.75,   25708.24,   30482.62, , ,    4.00,    8.00,   10.00, , , ,   12.00,   48.00,   49.00, , , , 
85036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     352.98, , , , , , , , , , , , , , , , , , 
95036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     970.31, , , , , , , , , , , , , , , , , , 
25036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     970.31, , , , , , , , , , , , , , , , , , 
5036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
12036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
65036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
73036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
53036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
32036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
22036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
42036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     657.77, , , , , , , , , , , , , , , , , , 
27875750,    2.00,    8.00,    1,    1.00,    1.00,   24.00,   49.00, , , ,    1988.66,    2494.40,    2592.97, , , , , , , , , , , , , , , , 
3036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     352.14, , , , , , , , , , , , , , , , , , 
39697750,    1.00,    1.00,    3,     .00,  999.00, , , , , ,    1160.12, , , , , , , , , , , , , , , , , , 
99697750,    1.00,    2.00,    3,     .00,  999.00, , , , , ,    1160.12, , , , , , , , , , , , , , , , , , 
86836180,   16.00,   48.00,    1,   13.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    6552.89,    7829.58,    8822.57,    8826.51,    8830.45,    8834.39,   13.00,   14.00,   15.00,   16.00,   19.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
29036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,       3.67, , , , , , , , , , , , , , , , , , 
49036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     311.74, , , , , , , , , , , , , , , , , , 
81097750,    1.00,    1.00,    2,     .50,  999.00, , , , , ,     124.01, , , , , , , , , , , , , , , , , , 
72697750,    1.00,    1.00,    2,     .50,  999.00, , , , , ,     143.09, , , , , , , , , , , , , , , , , , 
93036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25325.35,   27562.26,   29133.22,   32036.07,   32040.34,   32044.61,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
43036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25325.35,   27562.26,   29133.22,   32036.07,   32040.34,   32044.61,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
13036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25325.35,   27562.26,   29133.22,   32036.07,   32040.34,   32044.61,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
63036180,   16.00,   48.00,    1,   16.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    7376.91,    8814.14,    9931.99,    9936.43,    9940.86,    9945.30,   16.00,   18.00,   19.00,   20.00,   22.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
79036180,   16.00,   48.00,    1,   16.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    7376.91,    8814.14,    9931.99,    9936.43,    9940.86,    9945.30,   16.00,   18.00,   19.00,   20.00,   22.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
59697750,    1.00,    1.00,    3,     .50,  999.00, , , , , ,     896.50, , , , , , , , , , , , , , , , , , 
79697750,    1.00,    1.00,    3,     .50,  999.00, , , , , ,     896.50, , , , , , , , , , , , , , , , , , 
69036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1880.29, , , , , , , , , , , , , , , , , , 
72036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1880.29, , , , , , , , , , , , , , , , , , 
52036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1880.29, , , , , , , , , , , , , , , , , , 
99036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     336.79, , , , , , , , , , , , , , , , , , 
35855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    7133.10,   12766.20,   18399.30,   18399.30, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
25855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    7133.10,   12766.20,   18399.30,   18399.30, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
15855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    7133.10,   12766.20,   18399.30,   18399.30, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
77668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3194.00,    3667.00,    4141.00, , , , , , , , , , , , , , , , 
37668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3154.00,    3617.00,    4081.00, , , , , , , , , , , , , , , , 
6068750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3352.33,    3864.92,    4378.50, , , , , , , , , , , , , , , , 
77668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3289.00,    3785.75,    4283.50, , , , , , , , , , , , , , , , 
37668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3320.67,    3825.33,    4331.00, , , , , , , , , , , , , , , , 
77668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3270.00,    3763.00,    4256.00, , , , , , , , , , , , , , , , 
37036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
66836180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
77036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
57036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
97036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
87036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
67036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
6836180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     104.37, , , , , , , , , , , , , , , , , , 
17875750,    2.00,    4.00,    1,    1.00,    1.00,   24.00,   49.00, , , ,    3900.91,    4293.41,    4685.90, , , , , , , , , , , , , , , , 
11139750,    4.00,    4.00,    1,    4.00,    1.00,    5.00,   12.00,   48.00, , ,   15430.59,   15434.19,   25242.84,   29930.80, , ,    4.00,    8.00,   10.00, , , ,   12.00,   48.00,   49.00, , , , 
85036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     356.00, , , , , , , , , , , , , , , , , , 
95036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     978.12, , , , , , , , , , , , , , , , , , 
25036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     978.12, , , , , , , , , , , , , , , , , , 
5036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
12036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
65036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
73036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
53036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
32036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
22036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
42036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     663.69, , , , , , , , , , , , , , , , , , 
27875750,    2.00,    8.00,    1,    1.00,    1.00,   24.00,   49.00, , , ,    2004.67,    2514.48,    2613.85, , , , , , , , , , , , , , , , 
3036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     355.16, , , , , , , , , , , , , , , , , , 
39697750,    1.00,    1.00,    3,     .00,  999.00, , , , , ,    1163.62, , , , , , , , , , , , , , , , , , 
99697750,    1.00,    2.00,    3,     .00,  999.00, , , , , ,    1163.62, , , , , , , , , , , , , , , , , , 
89036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,    1056.76, , , , , , , , , , , , , , , , , , 
86836180,   16.00,   48.00,    1,   13.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    6610.29,    7898.17,    8899.85,    8903.82,    8907.80,    8911.77,   13.00,   14.00,   15.00,   16.00,   19.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
29036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,       3.69, , , , , , , , , , , , , , , , , , 
49036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     313.10, , , , , , , , , , , , , , , , , , 
81097750,    1.00,    1.00,    2,     .50,  999.00, , , , , ,     125.08, , , , , , , , , , , , , , , , , , 
72697750,    1.00,    1.00,    2,     .50,  999.00, , , , , ,     144.16, , , , , , , , , , , , , , , , , , 
93036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25451.06,   27706.05,   29289.71,   32216.03,   32220.34,   32224.64,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
43036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25451.06,   27706.05,   29289.71,   32216.03,   32220.34,   32224.64,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
13036180,   16.00,   48.00,    1,   16.00,   48.00,   72.00,   90.00,  120.00,  121.00,  122.00,   25451.06,   27706.05,   29289.71,   32216.03,   32220.34,   32224.64,   16.00,   19.00,   20.00,   21.00,   22.00,   23.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
63036180,   16.00,   48.00,    1,   16.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    7434.31,    8882.72,   10009.27,   10013.74,   10018.21,   10022.68,   16.00,   18.00,   19.00,   20.00,   22.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
79036180,   16.00,   48.00,    1,   16.00,   48.00,   90.00,  120.00,  121.00,  122.00,  123.00,    7434.31,    8882.72,   10009.27,   10013.74,   10018.21,   10022.68,   16.00,   18.00,   19.00,   20.00,   22.00,   24.00,   48.00,   72.00,   80.00,   90.00,  105.00,  120.00, 
59697750,    1.00,    1.00,    3,     .50,  999.00, , , , , ,     897.57, , , , , , , , , , , , , , , , , , 
79697750,    1.00,    1.00,    3,     .50,  999.00, , , , , ,     897.57, , , , , , , , , , , , , , , , , , 
39036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     338.63, , , , , , , , , , , , , , , , , , 
69036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1895.61, , , , , , , , , , , , , , , , , , 
72036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1895.61, , , , , , , , , , , , , , , , , , 
52036180,    3.00,    3.00,    3,     .00,    8.00, , , , , ,    1895.61, , , , , , , , , , , , , , , , , , 
99036180,    1.00,    2.00,    3,     .00,    8.00, , , , , ,     338.63, , , , , , , , , , , , , , , , , , 
70826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
50826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
30826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
90826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
20826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
40826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
10826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
60826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
76826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
56826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
36826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
46826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
96826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
26826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
86826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
16826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
66826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
77026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
97026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
57026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
37026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.54, , , , , ,     .50, , , , , ,    1.00, , , , , , 
47026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
27026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
75026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
87026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
55026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
7026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
67026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
17026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     261.77, , , , , ,     .50, , , , , ,    1.00, , , , , , 
53826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
33826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
93826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
23826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
43826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
13826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
83826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
3826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
63826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
79826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
59826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
19826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
99826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
89826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
9826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
69826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      58.74, , , , , ,     .50, , , , , ,    1.00, , , , , , 
1826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      62.18, , , , , ,     .50, , , , , ,    1.00, , , , , , 
35855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    8198.20,   14896.40,   21594.60,   21594.60, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
25855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    8198.20,   14896.40,   21594.60,   21594.60, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
15855750,    8.00,    2.00,    1,    1.00,    1.00,    8.00,   36.00,   72.00, , ,    8198.20,   14896.40,   21594.60,   21594.60, , ,    1.00,    2.00,    4.00,    6.00, , ,    1.00,    8.00,   36.00,   72.00, , , 
6068750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3662.33,    4252.42,    4843.50, , , , , , , , , , , , , , , , 
77668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3575.67,    4144.08,    4713.50, , , , , , , , , , , , , , , , 
37668750,    6.00,    5.00,    2,    2.00,     .00,    8.00,   48.00, , , ,    3619.00,    4198.25,    4778.50, , , , , , , , , , , , , , , , 
70826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
50826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
30826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
90826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
20826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
40826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
10826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,     265.30, , , , , ,     .50, , , , , ,    1.00, , , , , , 
826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
60826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
76826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
56826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
36826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
46826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
96826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
26826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
86826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
16826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
66826180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
77026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
97026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
57026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
37026180,    1.00,    2.00,    3,     .50,    1.00, , , , , ,      53.50, , , , , ,     .50, , , , , ,    1.00, , , , , , 
